InstructorID,Name,Expertise,Rating
686,Scott Poole,Cloud Computing,3.52
687,Scott Thomas,Design,2.95
688,Darryl Anderson,Cybersecurity,3.62
689,Terrence Wood,Data Science,2.06
690,Becky Woodard,Finance,4.67
691,Kylie Fuller,Web Development,1.05
692,Charlene Herrera,Web Development,4.12
693,Richard Villegas,Marketing,3.46
694,Logan Robinson,Marketing,4.41
695,Dustin Shields,Cloud Computing,1.88
696,Joseph Colon,Cloud Computing,4.09
697,Sandy Mason,Web Development,1.64
698,Cindy Moore,Cybersecurity,1.52
699,William Casey,Cybersecurity,4.87
700,Laura Newman,Business,1.88
701,Sharon Williams,Cloud Computing,1.45
702,Andrea Short,Marketing,4.88
703,Steve Barnett,Design,3.89
704,Kathryn Gibson,Design,2.88
705,Dennis Golden,Business,3.15
706,Anita Jenkins,Business,2.21
707,David Riley,Health & Wellness,3.41
708,Anthony Wiggins,AI & Machine Learning,3.68
709,Joshua Sandoval,Marketing,2.62
710,Erika Sutton,Data Science,4.55
711,Thomas Brown,Data Science,4.2
712,Raymond Wood,Finance,4.63
713,Cristina Fuller,Health & Wellness,2.66
714,Julia Bowman,Cloud Computing,2.67
715,Lee Baker,Data Science,3.52
716,Sally Cole,Finance,3.17
717,Randy Knight,Data Science,2.29
718,Paul Schmidt,Marketing,1.13
719,Tiffany Miller,Health & Wellness,4.0
720,Tara Brown,Business,3.33
721,Heather Hudson,Health & Wellness,1.13
722,Laura Monroe,Health & Wellness,3.39
723,Shannon Anderson,Cloud Computing,3.8
724,Joshua Fields,Web Development,3.99
725,Eric Harmon,Cybersecurity,3.17
726,Michael Briggs,Cybersecurity,1.35
727,Sarah Perez,Health & Wellness,2.09
728,Micheal Henry,Finance,4.81
729,Michael Bailey MD,Marketing,4.6
730,Dr. Nicole Johnson,Cybersecurity,3.71
731,Jose Kidd,Business,2.73
732,Emily Jackson,AI & Machine Learning,1.42
733,Timothy Jones,Design,5.0
734,Lori Yoder,Cybersecurity,2.69
735,Sean Smith,Marketing,3.61
736,Frank James,Web Development,3.13
737,Leslie Stewart,Web Development,4.41
738,Kathleen Hobbs,AI & Machine Learning,3.77
739,Thomas Hill,Data Science,1.37
740,Courtney Wright,Health & Wellness,2.09
741,John Hernandez,AI & Machine Learning,3.01
742,William Mitchell,Business,4.55
743,Christian Gibson,AI & Machine Learning,1.09
744,Paula Williams,Web Development,2.53
745,Joyce Smith,Cloud Computing,2.76
746,Stephanie Aguilar,Marketing,3.34
747,Timothy Ford,Web Development,2.81
748,Julie Dudley,Web Development,1.43
749,Mrs. Amy Parker DDS,Business,3.58
750,Andres Lewis,Data Science,2.56
751,Rebecca Boyer,AI & Machine Learning,2.95
752,James Jordan,Health & Wellness,1.05
753,Lorraine Johnson,Finance,4.66
754,Stephanie Griffith,Business,1.56
755,Sandra Jones,Finance,3.69
756,Joseph Russell,Data Science,2.47
757,Kathleen Cross,Finance,3.15
758,Steven Torres,Cloud Computing,3.51
759,Gary Smith,Marketing,2.59
760,Dawn Huynh,Health & Wellness,4.83
761,Vincent Bowers,Cloud Computing,3.86
762,Thomas Brown,AI & Machine Learning,4.18
763,Brittany Barnett,Web Development,2.28
764,James Castillo,Cybersecurity,2.18
765,Thomas Herman,Cloud Computing,3.41
766,Tracy Turner,Design,3.55
767,Matthew Munoz,Design,4.54
768,Bill Cooper,AI & Machine Learning,1.14
769,Christina Huff,Business,3.21
770,Joseph Roberts,Web Development,2.39
771,Diana Boyer,Finance,1.0
772,Dr. Alexis Collins,Design,3.7
773,David Parker,Health & Wellness,4.49
774,Julia Fuller,Health & Wellness,1.69
775,Brandon Wilson,Design,3.75
776,Billy Davis,Data Science,3.67
777,Brittany Barber,Business,2.87
778,Renee Nunez,Finance,2.35
779,Samuel Jackson,AI & Machine Learning,3.7
780,Brent Lopez,Web Development,1.91
781,Jeremiah Edwards,Health & Wellness,3.66
782,Matthew Martinez,AI & Machine Learning,1.27
783,Kelly Boyer,Data Science,4.25
784,Lisa Young,Design,3.6
785,Gabrielle Wolf,Cloud Computing,1.92
786,Scott Stephens,Health & Wellness,3.43
787,Cristian Whitehead,Cybersecurity,3.78
788,Leah Christensen,Cybersecurity,1.02
789,Kayla Williams,Design,3.58
790,Faith Villegas,Cybersecurity,2.19
791,Christopher Benson,AI & Machine Learning,4.67
792,Amanda Castillo,Cybersecurity,1.18
793,Jason White,Design,2.58
794,Megan Sims,Cybersecurity,1.94
795,James Riley,Cybersecurity,2.75
796,Christopher Larsen,Business,3.5
797,Zachary Harris,Marketing,1.42
798,Mrs. Jennifer Green,Web Development,1.36
799,Scott Greene,Cybersecurity,3.84
800,Cynthia Myers,Design,1.13
801,Kimberly Hull,Marketing,2.71
802,Sandra Barber,Data Science,1.76
803,Ruth Diaz,Health & Wellness,4.52
804,Justin Thompson,Web Development,4.95
805,Jared Miles,Design,1.4
806,Corey Aguirre,Cloud Computing,4.53
807,Samuel Anderson,Finance,2.82
808,Jamie Palmer,Data Science,3.43
809,Derrick Johnston,Web Development,1.42
810,Jennifer Smith DDS,Cloud Computing,2.97
811,Valerie Colon,Business,3.27
812,Tyler Young,Cloud Computing,2.91
813,Emily Wagner,AI & Machine Learning,1.22
814,Joanna Williams,Finance,4.23
815,Joseph Miller,Health & Wellness,3.74
816,Paige Jones MD,Finance,4.55
817,Mrs. Pamela Price,Data Science,4.32
818,Lindsay Brown,Cloud Computing,2.82
819,Paula Benson,Marketing,1.48
820,Sheila Harrell,Design,4.26
821,Paige Dominguez,Health & Wellness,2.55
822,Karen Vargas,Data Science,3.68
823,Anna Wilson,Design,3.74
824,Daniel Moss,Design,2.79
825,Christy Reyes,Web Development,2.34
826,Rebekah Mendez,Business,1.92
827,Michael Smith,Design,4.39
828,Shannon Sullivan,Business,1.08
829,Christopher Reese,Cybersecurity,2.16
830,Luis Knapp,Design,3.4
831,Katherine Moore,Business,2.92
832,Ashley Fernandez,Web Development,1.71
833,Darlene Luna,AI & Machine Learning,3.08
834,Tammy Barajas,Cybersecurity,4.62
835,Robert Bell,Business,4.77
836,Natasha Moore,Finance,4.3
837,Paula Perez,Marketing,1.16
838,Jason Moon,Web Development,4.14
839,Derrick Davis,Marketing,4.39
840,Cynthia Crawford,Business,3.5
841,Shawn Green,Data Science,3.34
842,Ronald Carr,Web Development,2.21
843,Anthony Anthony,Web Development,3.56
844,Robert Johnson,Cybersecurity,3.95
845,Kayla Spencer,Design,3.28
846,Virginia Hernandez,Cybersecurity,2.19
847,John Fleming,Design,4.06
848,Karen Turner,Health & Wellness,1.49
849,Victoria Cannon,Health & Wellness,3.18
850,Alex Montoya,Web Development,2.43
851,Zachary Holt,Finance,4.86
852,Danielle Weber,Marketing,3.55
853,William Dillon,Business,4.94
854,Christy Jackson,AI & Machine Learning,2.68
855,Dustin Lambert,Health & Wellness,4.8
856,Sabrina Huynh,Marketing,4.74
857,Christopher Myers,Health & Wellness,4.61
858,Derek Johnson,Business,2.19
859,Sarah Mcdonald,AI & Machine Learning,3.67
860,Jacqueline Wong,Cloud Computing,2.59
861,Sarah Smith,Business,3.76
862,Mary Smith,AI & Machine Learning,4.19
863,Joy Mcdowell,Cloud Computing,2.87
864,Gina Tyler,Design,1.74
865,Nicole Walters,Cloud Computing,2.23
866,Dennis Rodriguez,Health & Wellness,4.42
867,Debra Simmons,Data Science,3.2
868,Melanie Ward,AI & Machine Learning,1.8
869,Aimee Allen,Data Science,2.07
870,Betty Day,Cloud Computing,4.65
871,Peter Smith,Data Science,3.53
872,Alexa Ferguson,Data Science,4.07
873,Blake Roach MD,Cloud Computing,5.0
874,Alicia Mann,Cybersecurity,2.47
875,Jon Barrett,Cybersecurity,1.16
876,Steven Welch,AI & Machine Learning,4.06
877,Melanie Rogers,Business,2.32
878,Paul Gomez,Business,2.77
879,Nicholas Evans,Web Development,1.12
880,Mark Alexander,Design,3.97
881,Mrs. Kim Bush,AI & Machine Learning,2.75
882,Kathryn Rodriguez,Finance,2.51
883,Joseph Lopez,Web Development,1.99
884,Miss Jennifer Harrell,Cybersecurity,1.15
885,Brian Burgess,Cloud Computing,1.02
886,Kenneth Day,Finance,4.43
887,Ryan Wade,Marketing,2.18
888,Laura Gutierrez,Business,3.87
889,Joseph Williams,AI & Machine Learning,4.45
890,Henry Sims,Design,4.73
891,Timothy Frazier,Cloud Computing,4.41
892,Julie Campbell,Design,1.69
893,Timothy Thompson,Finance,1.63
894,Kyle Dillon,AI & Machine Learning,4.54
895,Jessica Simon,Cloud Computing,1.73
896,Thomas Mitchell,Business,3.57
897,Eileen Donovan,Marketing,4.28
898,Stephen Olsen,Web Development,3.9
899,Kimberly Myers,AI & Machine Learning,2.92
900,Kathryn Davis,Web Development,4.67
901,Wendy White,Design,4.04
902,William Davis,Cybersecurity,4.21
903,Tabitha Chavez,Data Science,1.63
904,Daniel Ferguson,Web Development,4.36
905,Robin Jenkins,Business,4.78
906,Jennifer Dunn,Marketing,1.93
907,Henry Ross,Cybersecurity,1.56
908,Alex Olson,Web Development,1.83
909,Larry Thomas,Cloud Computing,1.71
910,Noah Benson,Business,1.05
911,James Melton,Marketing,3.92
912,Belinda Gonzalez,Data Science,3.61
913,Rebecca Austin,Design,4.08
914,Mitchell Thomas,Marketing,3.25
915,Morgan Simmons,Cybersecurity,2.15
916,Matthew Little,Design,1.31
917,Ronald Beck,Web Development,4.73
918,Brandon Mitchell,Health & Wellness,1.45
919,Megan Smith,Business,4.72
920,Gabriela Mitchell,Health & Wellness,1.17
921,Daniel Mcclain,Business,4.1
922,Dawn Galloway,Cybersecurity,1.19
923,Johnny Roman,Marketing,3.4
924,Erin Bennett,Design,1.27
925,Catherine Colon,Web Development,1.7
926,Jennifer Jones,Design,2.49
927,Tara Carpenter,Web Development,2.0
928,Lauren Rodriguez,AI & Machine Learning,1.7
929,Tanya Choi,Data Science,1.34
930,William Roberts,Health & Wellness,1.95
931,Lisa Mendoza,Data Science,3.74
932,Kenneth Cooley,Marketing,1.2
933,Daniel Turner,Cybersecurity,1.62
934,Dawn Rocha,Health & Wellness,1.83
935,Ashley Murphy,Design,3.32
936,David Hughes,Cloud Computing,4.78
937,Tiffany Glover,Health & Wellness,2.18
938,Stacey Hodges,Design,3.0
939,Heidi Johnson,Cloud Computing,2.23
940,Bryan Deleon,Finance,4.25
941,Dawn Brown,Cybersecurity,4.46
942,David Flores,Marketing,4.18
943,Ms. Nancy Young,Data Science,1.19
944,Jeffrey Vega,Marketing,2.02
945,Nicole Cruz,Design,3.83
946,Emily Henderson,Design,2.19
947,Joshua Gay,Marketing,3.58
948,Katherine Estrada,Cybersecurity,4.37
949,Joseph Francis,Finance,2.47
950,Sarah Rodriguez,Design,2.41
951,Shawn Ramsey,Health & Wellness,1.32
952,Tyler Gonzales,Design,4.14
953,Jeffrey Robinson,Data Science,4.09
954,Stanley Franco,Data Science,3.24
955,Cindy James,Business,2.75
956,Tyler Johnson,Marketing,1.79
957,Edward Nelson,Health & Wellness,3.8
958,Sonya Russell,Design,4.88
959,Amy Cowan,Design,2.84
960,Sarah Wilson,Cybersecurity,4.5
961,Tammy Garcia,Data Science,3.24
962,Travis Cruz,Design,3.78
963,Shelly Franco,Cloud Computing,2.28
964,Mackenzie Arnold,Web Development,1.13
965,Jessica Lowe,Health & Wellness,2.39
966,Brittany Ramirez,AI & Machine Learning,2.92
967,Madeline Garcia PhD,Web Development,1.26
968,David Richardson,Business,2.68
969,Andrea Chavez,Data Science,3.24
970,Christopher Moreno,Marketing,4.47
971,Rachel Sanders,Data Science,2.76
972,Cassandra Johnson,Cloud Computing,1.43
973,Matthew White,Cybersecurity,2.95
974,Zachary Patel,Design,3.76
975,Lisa Schneider,Cloud Computing,1.41
976,Teresa Bauer,Business,4.87
977,Austin Davis,AI & Machine Learning,4.94
978,Laura Miller,Design,4.07
979,Marie Martinez,Health & Wellness,2.88
980,Teresa Richardson,AI & Machine Learning,2.97
981,Patrick Foster,Health & Wellness,1.48
982,Kristine Nichols,Cloud Computing,2.95
983,Alex Foley,Health & Wellness,4.77
984,Allen Andrews,Design,1.7
985,Jessica Rodriguez,Finance,1.7
986,Mark Mcpherson,Health & Wellness,2.35
987,Brenda Morris,Health & Wellness,3.94
988,Ashley Stein,AI & Machine Learning,3.77
989,Jonathan Dixon,Cybersecurity,1.87
990,Christopher Williams,Cybersecurity,2.07
991,Lawrence Hinton,AI & Machine Learning,3.17
992,Emma Jimenez,Business,3.84
993,Jennifer Williams MD,Finance,3.36
994,Tammy Wright,Health & Wellness,4.04
995,Larry Kelly,Data Science,1.43
996,Christopher Jimenez,Business,1.87
997,Edward Williams,Finance,4.86
998,Mary Berg,Data Science,2.98
999,Ivan Foster,Cloud Computing,3.86
1000,Jessica Ward,Cloud Computing,1.5
